transaction_id,date,product_id,outlet_id,distributor_id,qty_sold,sell_in_value,sell_out_value,stock_available
1004,2025-02-19,26,16,10,53,2514585,2407137,94
1005,2025-12-10,12,4,2,38,1213397,1174837,178
1006,2025-06-30,6,110,9,62,2167742,1910114,50
1007,2025-10-24,25,2,9,56,853408,829325,87
1008,2025-10-03,1,93,2,55,2164748,2047414,243
1009,2025-07-07,23,76,3,113,2874971,2789532,92
1010,2025-07-01,13,55,4,132,1004431,847481,389
1011,2025-06-10,4,60,2,134,620057,535752,184
1012,2025-12-27,10,72,12,11,394972,326036,59
1013,2025-07-17,10,59,10,80,2931682,2856986,227
1014,2025-04-26,18,53,5,110,841821,797253,458
1015,2025-09-01,22,48,3,4,2877627,2483619,53
1016,2025-07-22,15,67,11,22,550035,430663,205
1017,2025-12-22,19,14,12,44,321415,267948,101
1018,2025-06-23,7,77,7,32,1026726,967961,371
1019,2025-09-13,9,98,12,149,2539948,2064428,404
1020,2025-11-26,13,46,8,104,2082278,1806637,75
1021,2025-08-21,4,16,5,126,2135717,1715170,482
1022,2025-03-10,1,13,12,19,470639,406900,13
1023,2025-04-02,13,78,11,84,690623,566057,319
1024,2025-02-19,25,10,11,134,2114384,1971299,103
1025,2025-05-31,22,64,8,130,1147503,1003790,414
1026,2025-10-04,18,3,1,111,549684,460764,161
1027,2025-07-12,15,59,1,9,791843,695264,440
1028,2025-06-05,23,22,8,111,614084,504694,199
1029,2025-09-07,25,15,10,126,2818570,2472929,276
1030,2025-10-20,16,61,9,41,2175191,1659278,134
1031,2025-09-11,19,49,10,91,1243017,1023886,14
1032,2025-10-30,2,17,6,90,2499335,1889964,456
1033,2025-11-17,11,49,2,110,1497634,1464906,210
1034,2025-06-29,2,85,4,64,1034076,929695,303
1035,2025-02-13,23,9,5,30,1465972,1156724,275
1036,2025-06-16,2,59,11,109,2432571,2112431,215
1037,2025-05-17,1,90,8,6,1377557,1152849,199
1038,2025-06-15,19,13,8,26,2947693,2668474,172
1039,2025-09-12,17,104,11,87,748885,667563,186
1040,2025-08-12,7,64,11,20,2297450,1836210,135
1041,2025-01-25,10,74,7,58,2669646,2458381,47
1042,2025-10-24,4,76,6,70,332149,292383,271
1043,2025-09-01,14,27,6,20,2782743,2614275,258
1044,2025-06-03,14,85,9,81,889183,751619,128
1045,2025-11-16,17,59,11,141,807494,769223,321
1046,2025-12-27,17,111,3,148,2143811,1712860,492
1047,2025-08-28,9,120,11,137,2627073,2485574,464
1048,2025-08-11,19,94,11,16,2240557,1783817,236
1049,2025-03-17,8,20,12,107,2626612,2217805,440
1050,2025-02-02,21,27,7,69,1253952,1126788,131
1051,2025-12-18,20,31,7,62,526299,412876,14
1052,2025-05-06,26,106,5,119,2085841,1832953,223
1053,2025-08-05,21,116,1,52,718397,583858,14
1054,2025-05-13,26,103,5,141,788135,707893,21
1055,2025-09-06,26,3,1,22,1366612,1214054,443
1056,2025-02-02,14,115,6,24,1714698,1657988,370
1057,2025-03-13,8,15,10,180,778415,677260,424
1058,2025-10-25,25,120,9,65,2132266,2033008,121
1059,2025-11-04,4,99,6,85,2500841,2299684,412
1060,2025-05-01,14,28,3,28,784650,627127,140
1061,2025-08-14,14,33,10,15,2106712,1838523,358
1062,2025-02-27,11,70,7,122,2913612,2350293,142
1063,2025-03-16,12,61,12,133,1879589,1418802,495
1064,2025-11-07,2,108,12,14,2946932,2832046,343
1065,2025-05-03,9,71,7,80,2729946,2649279,185
1066,2025-12-17,4,69,4,114,1679365,1262562,491
1067,2025-07-21,9,39,2,61,1297482,1035895,455
1068,2025-03-24,15,81,6,147,268954,218667,41
1069,2025-09-09,16,95,7,86,1821531,1733469,419
1070,2025-02-21,27,21,12,67,2173720,1663470,215
1071,2025-11-05,24,105,9,84,1951117,1775318,390
1072,2025-01-27,21,83,3,114,2738963,2139955,205
1073,2025-04-13,21,40,6,148,394906,306245,127
1074,2025-09-22,23,99,11,34,2541484,2306964,405
1075,2025-06-13,15,62,12,35,1143370,903148,303
1076,2025-06-17,26,37,4,22,1788524,1492608,201
1077,2025-07-13,27,114,10,58,136967,132592,472
1078,2025-10-13,21,79,11,59,423194,412211,101
1079,2025-05-15,23,110,3,13,1732062,1545243,307
1080,2025-05-14,5,12,6,44,2429189,1887457,367
1081,2025-09-27,14,99,8,127,547076,438553,104
1082,2025-04-08,28,105,5,74,2122691,1778553,220
1083,2025-04-16,20,28,5,49,1804607,1428319,405
1084,2025-03-16,1,38,5,85,3697033,3156248,127
1085,2025-07-09,19,88,11,118,409614,308182,68
1086,2025-06-15,23,51,11,55,1658496,1514114,376
1087,2025-11-02,9,10,2,143,296425,225871,476
1088,2025-05-01,16,117,6,12,72485,58592,317
1089,2025-07-15,10,51,11,95,604647,588111,286
1090,2025-01-22,19,23,5,44,2162866,1867317,173
1091,2025-08-28,5,12,6,136,1865838,1460229,59
1092,2025-06-10,2,17,8,72,1562433,1504676,144
1093,2025-05-15,20,107,5,133,1362860,1158742,84
1094,2025-06-11,24,63,3,143,2807417,2516652,225
1095,2025-01-28,7,20,1,59,818150,620360,133
1096,2025-03-25,23,60,7,42,2976128,2260018,182
1097,2025-12-30,18,63,8,127,521820,492881,443
1098,2025-03-17,4,45,2,74,1738338,1375982,86
1099,2025-09-18,27,35,10,150,940854,831918,497
1100,2025-01-03,17,99,10,47,1796587,1727768,126
1101,2025-09-13,22,13,6,7,1242361,1126451,348
1102,2025-03-04,13,48,10,39,1969825,1547038,41
1103,2025-08-24,27,91,11,123,1954446,1748295,137
1104,2025-11-01,22,1,6,12,2802188,2502757,231
1105,2025-06-16,24,94,10,34,936536,888355,410
1106,2025-11-26,10,42,1,19,2344939,2272098,195
1107,2025-02-17,13,33,3,62,1723180,1327733,436
1108,2025-04-17,6,50,7,73,2764419,2551803,334
1109,2025-03-20,4,39,8,155,1890922,1811236,308
1110,2025-03-09,12,86,2,133,3080312,2451837,228
1111,2025-07-18,16,35,10,109,428419,395856,415
1112,2025-07-08,20,24,7,110,439849,333977,174
1113,2025-08-26,22,29,11,40,2127532,1853663,331
1114,2025-09-26,3,38,8,112,382118,366320,244
1115,2025-06-03,5,17,11,77,1092928,951187,151
1116,2025-10-19,2,71,2,12,2203416,1707108,217
1117,2025-07-31,4,60,11,146,1112754,925538,299
1118,2025-02-11,25,65,1,30,2824860,2419385,402
1119,2025-04-04,27,51,1,22,1795885,1709060,152
1120,2025-06-10,19,93,8,116,2666450,2495268,174
1121,2025-04-06,7,24,2,67,2874481,2226159,273
1122,2025-01-10,1,51,2,4,770310,693921,235
1123,2025-12-21,13,112,11,125,1320035,1177807,498
1124,2025-11-12,12,89,11,102,1319434,1016170,69
1125,2025-01-08,7,15,1,49,162471,129671,332
1126,2025-03-16,21,31,7,193,1191054,916875,394
1127,2025-08-26,5,61,7,6,538463,424418,78
1128,2025-12-26,15,63,8,6,1935407,1712064,103
1129,2025-05-31,19,107,7,14,1450268,1090327,322
1130,2025-08-10,14,109,8,149,2549132,2340480,148
1131,2025-01-19,16,52,8,132,2528998,2318234,478
1132,2025-12-14,27,112,8,60,304613,265473,216
1133,2025-10-23,11,71,2,69,2769168,2342554,242
1134,2025-03-01,16,80,11,124,2702576,2460501,10
1135,2025-03-24,10,93,4,169,2089079,1777316,259
1136,2025-04-23,19,117,11,87,2575390,2437077,366
1137,2025-12-03,15,17,5,100,1798442,1693428,344
1138,2025-12-01,24,47,8,42,2658195,2120330,353
1139,2025-02-14,22,62,3,45,886697,696901,251
1140,2025-02-21,26,54,8,78,1034482,825692,24
1141,2025-01-10,12,113,5,92,2889241,2272328,423
1142,2025-09-15,2,104,2,87,1856153,1440769,116
1143,2025-03-03,18,29,8,93,2068392,1924687,393
1144,2025-01-24,25,113,9,69,684088,647341,447
1145,2025-09-21,20,86,2,13,1886378,1761437,492
1146,2025-02-26,4,101,10,27,2409182,1830142,53
1147,2025-03-27,21,16,4,130,992098,910270,362
1148,2025-08-15,25,65,8,26,697163,626631,171
1149,2025-03-12,4,109,4,158,2511293,2327768,3
1150,2025-05-06,27,104,8,88,1252751,1085076,43
1151,2025-05-17,12,92,7,93,2690064,2428990,77
1152,2025-09-29,14,101,4,36,1848613,1562233,209
1153,2025-08-23,28,67,11,93,174834,148922,394
1154,2025-01-06,23,104,9,18,405585,335747,205
1155,2025-03-26,14,8,7,14,3946570,3797308,77
1156,2025-10-22,2,81,12,134,1290358,1092210,453
1157,2025-12-15,23,71,5,81,1493500,1122839,143
1158,2025-09-28,20,118,3,104,1921452,1725641,454
1159,2025-10-06,20,101,10,114,2975405,2467823,415
1160,2025-11-29,13,100,4,78,403499,306055,171
1161,2025-07-19,24,93,12,33,2233008,2184200,145
1162,2025-04-20,3,66,9,80,2236641,1852750,325
1163,2025-03-23,1,4,9,93,1487152,1400023,155
1164,2025-08-05,17,15,12,16,1614386,1307239,259
1165,2025-07-01,4,7,11,32,1932138,1581514,377
1166,2025-01-03,15,44,4,149,2422286,2214862,480
1167,2025-11-18,22,69,10,60,1519420,1244125,341
1168,2025-10-21,22,18,12,97,2229639,2050438,53
1169,2025-06-17,17,75,4,93,1955512,1510705,364
1170,2025-08-06,27,53,2,24,310859,263522,66
1171,2025-09-01,7,58,2,95,2888799,2516255,301
1172,2025-10-14,17,100,7,68,2500747,2162471,216
1173,2025-08-14,23,120,8,107,733012,574094,65
1174,2025-09-06,23,59,3,132,2269378,1763654,108
1175,2025-08-22,16,5,12,41,2394727,1999468,487
1176,2025-03-02,20,110,7,40,779730,651078,148
1177,2025-01-21,17,20,2,96,1328946,1299622,155
1178,2025-05-31,16,4,3,37,2523063,2137044,479
1179,2025-06-06,10,28,3,126,58748,45713,178
1180,2025-02-04,28,6,7,124,2453584,2014960,231
1181,2025-06-22,26,49,8,34,631004,546509,235
1182,2025-08-19,22,58,3,84,424614,396571,340
1183,2025-11-16,14,50,4,102,1471860,1287036,490
1184,2025-12-10,15,95,5,23,744638,679599,292
1185,2025-11-19,26,99,12,80,2403190,2158993,329
1186,2025-10-14,3,25,10,139,2469507,2282445,490
1187,2025-10-19,17,25,8,129,128282,99760,479
1188,2025-09-30,6,3,5,53,1078806,1014971,429
1189,2025-10-24,15,11,9,83,1735262,1536479,251
1190,2025-01-12,11,56,3,107,150902,143012,162
1191,2025-07-15,9,12,2,26,2322386,1831609,73
1192,2025-04-04,9,99,2,40,1336788,1295344,347
1193,2025-03-28,2,79,6,65,229549,209821,152
1194,2025-07-19,4,41,3,106,1409867,1141040,482
1195,2025-03-03,2,26,4,85,2964787,2570419,258
1196,2025-07-17,4,35,1,82,1999611,1754094,33
1197,2025-09-05,1,53,11,60,128109,104012,493
1198,2025-10-28,22,13,4,143,2782802,2589673,155
1199,2025-10-18,14,58,2,129,903360,840181,72
1200,2025-07-11,18,22,4,138,1827346,1774555,284
1201,2025-08-20,2,1,8,75,2789127,2715434,0
1202,2025-01-31,16,35,10,65,2902117,2430335,179
1203,2025-11-20,7,75,9,73,240776,189520,273
1204,2025-10-16,3,39,2,102,2979424,2318840,71
1205,2025-10-12,9,113,7,54,2610393,2260883,410
1206,2025-06-12,22,44,11,67,1948837,1584001,339
1207,2025-06-14,11,27,8,85,116582,111944,68
1208,2025-11-27,1,78,8,2,90175,81583,211
1209,2025-10-12,23,91,8,101,2307086,1773374,448
1210,2025-11-29,21,10,9,8,2866949,2443760,63
1211,2025-06-30,27,49,10,92,1672151,1322258,393
1212,2025-12-23,1,16,8,95,859462,732478,113
1213,2025-01-11,25,36,11,92,853258,657599,314
1214,2025-11-17,10,104,12,57,1032549,1007176,495
1215,2025-07-05,2,36,8,54,79928,63550,420
1216,2025-11-23,13,15,5,146,2148517,1855507,282
1217,2025-04-10,22,95,10,145,786221,601484,65
1218,2025-02-03,5,34,10,59,2243956,2059158,140
1219,2025-04-09,28,87,1,137,2627217,2123242,286
1220,2025-08-21,1,55,11,14,1404757,1193321,208
1221,2025-05-21,4,88,9,120,2128591,1773411,388
1222,2025-01-23,24,29,1,72,1811868,1580772,161
1223,2025-01-03,13,25,6,21,2448385,2291112,377
1224,2025-04-26,23,55,2,64,875761,689951,159
1225,2025-02-02,21,81,2,8,2063125,1752311,12
1226,2025-10-31,26,81,6,65,1086637,841929,122
1227,2025-06-24,27,7,6,134,1042974,1008572,397
1228,2025-11-04,20,57,2,115,2478227,1929820,498
1229,2025-02-01,2,49,6,17,584923,447033,410
1230,2025-08-15,2,39,10,111,325944,252091,28
1231,2025-10-14,2,38,7,103,451941,403122,210
1232,2025-04-30,28,77,11,3,1951744,1636150,407
1233,2025-08-08,20,80,2,87,2780162,2684648,400
1234,2025-01-14,15,67,6,50,503012,389139,304
1235,2025-02-04,19,102,4,147,578405,518594,131
1236,2025-07-01,14,62,12,114,829819,668771,408
1237,2025-01-23,2,17,5,150,1878079,1630208,333
1238,2025-07-03,10,75,9,38,668278,573376,308
1239,2025-06-25,10,48,1,133,2509707,2261912,74
1240,2025-01-30,8,65,9,14,1820252,1509130,499
1241,2025-04-13,21,117,4,18,1482572,1176497,243
1242,2025-12-22,23,60,10,85,2476030,2179407,171
1243,2025-11-12,10,54,6,42,489763,418497,404
1244,2025-01-22,16,29,1,58,2957577,2374824,319
1245,2025-04-20,8,62,12,85,1626688,1296832,94
1246,2025-01-04,12,2,2,92,175902,154367,72
1247,2025-05-29,15,25,11,150,1559568,1185424,15
1248,2025-04-12,7,37,3,57,1148902,1051627,173
1249,2025-10-11,8,23,4,6,788522,744256,466
1250,2025-02-21,1,107,11,36,1639317,1476401,453
1251,2025-02-26,11,120,4,79,1963456,1581042,414
1252,2025-07-10,22,22,9,112,324213,251995,451
1253,2025-03-08,26,25,4,191,2290773,2083919,162
1254,2025-11-03,14,82,4,12,2633808,2331143,437
1255,2025-10-02,10,102,3,84,1086713,828346,407
1256,2025-05-24,28,17,9,150,2100975,1676839,41
1257,2025-08-29,26,85,10,17,752267,652201,384
1258,2025-11-27,25,66,6,128,2226392,1907531,164
1259,2025-12-31,12,68,12,124,2125308,1825563,297
1260,2025-07-25,21,118,10,10,919058,735697,103
1261,2025-08-20,28,31,7,56,1333452,1130440,193
1262,2025-10-20,6,120,6,66,2359182,1815377,384
1263,2025-02-13,10,57,9,91,1015434,897959,238
1264,2025-09-20,20,44,7,116,2011050,1708339,188
1265,2025-09-12,11,35,7,7,803153,683955,135
1266,2025-11-27,3,46,2,76,2154554,1870027,329
1267,2025-02-10,26,36,4,26,547393,419527,19
1268,2025-10-07,7,43,4,85,1098675,900501,417
1269,2025-12-16,28,36,4,36,2328034,2234558,4
1270,2025-06-03,10,106,6,104,1751874,1645058,387
1271,2025-12-02,1,61,11,132,676130,641686,116
1272,2025-04-27,24,96,4,122,1030306,894964,402
1273,2025-10-10,25,60,12,119,1478829,1378476,160
1274,2025-04-07,14,99,12,107,929062,790535,436
1275,2025-10-13,1,48,3,148,588320,482588,377
1276,2025-01-05,16,104,11,91,1475317,1183001,217
1277,2025-12-18,25,52,12,138,1306769,1078082,11
1278,2025-10-18,26,5,3,40,1435171,1263931,409
1279,2025-11-05,20,74,7,98,906496,877668,32
1280,2025-10-01,13,25,8,28,1429260,1259161,231
1281,2025-11-24,10,12,3,27,2880675,2526837,16
1282,2025-12-19,20,63,1,48,884661,677635,493
1283,2025-07-17,10,27,4,75,2816436,2452020,232
1284,2025-01-30,12,67,1,44,1420581,1346331,210
1285,2025-07-20,6,15,3,138,1804952,1552254,35
1286,2025-07-19,28,27,3,53,1349215,1146031,363
1287,2025-12-07,16,21,10,148,1351550,1196288,257
1288,2025-12-17,15,36,4,2,648493,552852,422
1289,2025-07-24,20,104,4,135,1429470,1371390,450
1290,2025-09-09,15,60,10,11,432112,352698,451
1291,2025-08-22,12,90,12,77,1690351,1506096,414
1292,2025-03-31,14,32,3,111,1970270,1652018,337
1293,2025-04-04,23,73,2,101,2980328,2883491,122
1294,2025-03-22,9,113,11,193,1783982,1611526,34
1295,2025-12-24,24,93,4,127,1775025,1736417,283
1296,2025-03-04,12,10,2,182,1984357,1675436,84
1297,2025-05-10,7,65,1,119,162062,124274,355
1298,2025-12-12,24,60,7,88,1724961,1633241,203
1299,2025-01-20,1,33,2,35,1422000,1285726,237
1300,2025-09-06,15,9,2,141,2805752,2260671,486
1301,2025-08-13,5,61,5,42,765502,721756,310
1302,2025-02-21,6,38,2,137,1689341,1332458,343
1303,2025-01-06,22,35,3,113,1551925,1227458,365
1304,2025-01-18,22,69,4,114,2972349,2261909,325
1305,2025-09-25,21,85,12,27,1688372,1534358,227
1306,2025-01-27,20,1,1,97,896150,863555,191
1307,2025-05-03,7,12,1,108,167206,163450,172
1308,2025-04-09,22,86,2,57,455183,424818,425
1309,2025-12-07,6,93,3,12,1793488,1556523,417
1310,2025-06-17,11,72,11,49,2670069,2129747,277
1311,2025-07-22,14,16,4,55,494115,411109,88
1312,2025-01-08,13,84,6,4,1682367,1344104,112
1313,2025-02-03,22,105,5,95,234293,179348,111
1314,2025-07-30,10,99,10,128,477037,435955,405
1315,2025-10-19,6,33,2,84,2696077,2453841,347
1316,2025-12-22,5,43,3,82,2844960,2449197,171
1317,2025-01-10,20,117,10,115,1653781,1434714,379
1318,2025-04-30,17,76,12,4,1025619,774218,388
1319,2025-03-05,10,31,12,154,1500105,1338913,30
1320,2025-03-12,12,64,5,72,960612,803477,328
1321,2025-01-20,8,119,12,114,1428625,1115586,162
1322,2025-11-26,26,98,1,134,1790189,1609470,147
1323,2025-01-13,8,109,12,85,1487507,1198510,276
1324,2025-01-28,22,32,11,57,2600401,2472259,266
1325,2025-06-14,6,57,11,2,321022,304993,35
1326,2025-04-09,2,82,3,53,576641,444650,303
1327,2025-10-09,27,102,4,61,2178292,1672879,371
1328,2025-08-28,10,22,12,51,1077289,913028,310
1329,2025-05-08,10,37,10,115,2715915,2162743,441
1330,2025-09-04,3,47,7,97,753661,646840,216
1331,2025-09-16,20,95,7,40,2071657,1563182,195
1332,2025-08-07,28,11,5,138,690884,606013,89
1333,2025-05-12,13,60,5,117,1237934,1035264,310
1334,2025-09-04,3,43,3,121,870891,684160,97
1335,2025-01-03,1,111,9,96,2111306,1779931,212
1336,2025-07-22,24,48,7,126,1341052,1203515,301
1337,2025-02-06,14,114,1,32,1664077,1604818,83
1338,2025-04-10,25,56,5,90,2187452,1997361,325
1339,2025-12-19,12,90,1,99,1828554,1680811,124
1340,2025-09-02,2,118,6,8,2975407,2687106,75
1341,2025-05-14,20,59,11,38,1116561,900959,296
1342,2025-12-06,27,21,1,30,437158,392660,469
1343,2025-07-16,13,91,10,21,2224901,2134321,448
1344,2025-08-05,6,107,7,65,2951773,2419008,495
1345,2025-09-30,22,114,7,79,1776413,1639747,473
1346,2025-02-15,4,82,10,89,648583,526568,107
1347,2025-07-23,23,40,1,44,2112436,1585093,35
1348,2025-12-23,14,68,7,74,1857533,1466050,191
1349,2025-04-06,23,18,4,125,813297,703990,56
1350,2025-08-19,19,105,4,48,892807,681716,93
1351,2025-04-09,9,116,7,113,2679146,2571935,55
1352,2025-11-22,6,11,5,22,1634308,1272597,32
1353,2025-06-25,1,75,4,123,2085052,1886440,51
1354,2025-01-05,2,35,1,150,225570,174201,267
1355,2025-01-04,13,78,9,69,2088122,1793369,172
1356,2025-11-06,14,44,6,88,1372144,1286899,481
1357,2025-07-04,22,52,7,15,1543294,1467375,412
1358,2025-02-21,1,59,12,103,632433,478060,62
1359,2025-09-29,9,90,4,95,1945481,1735798,337
1360,2025-09-01,17,53,11,49,63124,61660,490
1361,2025-06-14,1,82,6,12,1415351,1282200,119
1362,2025-11-07,16,52,12,21,1511018,1281979,476
1363,2025-09-01,22,110,12,26,1664213,1360641,99
1364,2025-12-31,5,112,9,147,2166599,1640768,254
1365,2025-02-14,10,107,11,141,2007913,1583544,228
1366,2025-03-01,16,85,9,86,1498992,1197211,385
1367,2025-12-04,23,12,2,112,172565,135783,475
1368,2025-06-17,13,99,5,57,1130572,1021092,487
1369,2025-12-10,4,86,3,137,2707293,2482168,46
1370,2025-12-21,11,112,4,148,2569432,1965290,175
1371,2025-07-13,23,96,12,98,2792737,2506993,287
1372,2025-08-12,26,30,4,67,535238,437249,57
1373,2025-02-15,11,95,10,49,536984,473487,65
1374,2025-06-10,13,74,12,1,1353585,1034455,274
1375,2025-04-08,28,50,7,82,1581020,1475770,478
1376,2025-03-06,17,85,10,79,695874,585175,275
1377,2025-08-24,11,19,5,57,2146450,1945532,75
1378,2025-11-04,10,19,12,9,2561886,2110051,257
1379,2025-12-19,4,36,12,147,2056063,1840480,110
1380,2025-09-11,10,91,7,16,1447309,1136313,366
1381,2025-04-18,28,94,4,14,800865,758466,372
1382,2025-07-20,10,105,11,41,140453,123040,172
1383,2025-08-05,22,61,6,101,1690237,1295599,372
1384,2025-05-25,10,90,4,141,1701601,1314288,165
1385,2025-10-25,28,104,1,78,1969030,1773241,295
1386,2025-03-12,15,90,8,105,920403,734708,411
1387,2025-04-11,24,84,1,93,2464585,1906228,402
1388,2025-03-17,13,55,11,61,400779,309437,498
1389,2025-08-31,6,7,2,132,2776707,2298701,222
1390,2025-03-18,21,93,7,88,269606,209571,203
1391,2025-09-08,10,89,10,45,2788028,2568877,397
1392,2025-12-21,26,86,11,23,1994788,1892906,332
1393,2025-07-15,9,81,11,114,1590664,1197242,59
1394,2025-02-12,4,63,11,131,993445,750345,293
1395,2025-10-21,16,36,12,25,2536714,2008195,247
1396,2025-11-27,23,56,5,147,575279,444616,32
1397,2025-10-03,6,52,12,6,1701702,1493913,274
1398,2025-09-29,16,9,9,150,2310653,2112311,404
1399,2025-11-30,4,97,4,31,807760,765967,355
1400,2025-04-03,1,72,8,81,566089,429663,294
1401,2025-04-16,21,21,2,144,1126931,1065889,17
1402,2025-02-13,4,65,5,94,2333492,1842218,500
1403,2025-12-03,1,32,5,12,2228702,2135235,150
1404,2025-12-04,18,57,3,148,2107066,1917163,267
1405,2025-06-30,20,69,9,54,2935388,2268385,419
1406,2025-01-23,8,5,4,37,1307071,1237664,110
1407,2025-03-10,20,71,4,128,1698873,1324361,318
1408,2025-08-05,3,71,5,67,1651311,1485266,83
1409,2025-07-24,15,11,5,109,2963008,2319875,104
1410,2025-02-06,21,94,5,50,1610877,1416988,331
1411,2025-09-19,20,21,7,40,1376911,1346981,222
1412,2025-07-14,1,78,4,20,1182987,921148,56
1413,2025-12-17,18,53,2,85,2735099,2107295,465
1414,2025-06-20,25,35,3,58,1197757,901034,193
1415,2025-04-24,13,14,2,45,2258199,2071932,156
1416,2025-10-29,27,104,8,25,2268619,1883514,292
1417,2025-05-25,18,35,10,26,251172,198243,484
1418,2025-07-19,6,45,12,137,2363878,2096196,435
1419,2025-07-26,16,76,3,67,89835,81564,365
1420,2025-03-21,22,17,3,135,3402730,3127609,27
1421,2025-11-24,12,91,4,108,1970096,1560540,181
1422,2025-08-28,17,37,5,110,2233532,2158900,451
1423,2025-04-28,10,82,2,79,1755046,1627336,432
1424,2025-02-16,21,11,2,62,442727,348858,29
1425,2025-02-13,24,37,9,127,94856,92133,217
1426,2025-12-13,17,120,12,35,2061822,1782435,350
1427,2025-12-13,18,90,2,104,108301,96576,466
1428,2025-01-04,23,55,12,137,1497289,1207072,378
1429,2025-12-05,27,113,9,11,2597509,2216168,86
1430,2025-12-12,25,68,4,45,365086,304635,68
1431,2025-09-21,12,7,7,127,1640038,1294336,496
1432,2025-02-27,11,117,11,64,2311231,2185681,439
1433,2025-03-02,10,39,8,106,1624623,1298082,377
1434,2025-11-20,19,51,4,79,2746826,2385815,457
1435,2025-01-19,15,115,10,125,291158,242191,315
1436,2025-08-24,11,39,6,28,71619,59474,369
1437,2025-04-06,13,46,1,26,1856922,1602840,43
1438,2025-09-28,17,116,3,106,569433,546664,3
1439,2025-03-21,25,85,5,81,2833954,2383164,153
1440,2025-07-06,14,115,3,138,1180288,914723,224
1441,2025-12-03,27,57,3,36,1533683,1413796,2
1442,2025-07-03,28,91,4,29,845101,689202,68
1443,2025-07-22,14,96,6,9,722399,652490,485
1444,2025-09-03,22,35,2,108,2101299,1841848,409
1445,2025-12-16,23,17,6,103,2154947,1976040,379
1446,2025-07-19,5,15,2,6,579000,454963,256
1447,2025-01-07,25,88,4,14,2895039,2723832,219
1448,2025-11-02,24,2,7,123,1264111,1030138,42
1449,2025-08-08,8,80,3,131,833748,673149,392
1450,2025-02-28,28,34,12,64,2844792,2670520,101
1451,2025-08-31,23,101,2,129,2613141,2068753,437
1452,2025-10-30,21,82,3,59,555250,433332,19
1453,2025-05-21,7,119,3,110,124077,110650,46
1454,2025-01-27,13,53,9,79,2986679,2675052,118
1455,2025-04-24,11,55,8,16,2188523,1856363,26
1456,2025-06-05,4,35,6,72,1522303,1390874,126
1457,2025-06-13,2,24,1,1,268651,242296,164
1458,2025-04-19,10,61,5,26,1857357,1471979,485
1459,2025-09-09,12,43,5,29,456374,412497,349
1460,2025-10-10,25,111,3,85,1562334,1438124,185
1461,2025-10-29,17,78,6,61,2777339,2259275,299
1462,2025-07-16,3,114,2,34,2690560,2477454,61
1463,2025-01-22,19,117,11,49,859196,783648,473
1464,2025-02-20,3,70,10,88,1314483,1205158,389
1465,2025-04-14,18,93,3,12,586166,465470,281
1466,2025-12-31,9,115,9,89,1585165,1352384,367
1467,2025-03-02,14,9,8,151,3145548,3032957,257
1468,2025-01-12,6,77,5,34,1264906,961900,289
1469,2025-02-01,26,89,4,102,2126289,1929564,445
1470,2025-09-20,3,22,8,131,1661243,1460855,199
1471,2025-07-25,20,35,4,48,65101,51221,111
1472,2025-10-31,23,2,9,117,2163164,1974500,268
1473,2025-05-13,10,110,4,76,1176232,1031549,87
1474,2025-04-25,2,69,4,75,213958,191944,482
1475,2025-05-23,5,35,1,64,930688,812450,0
1476,2025-11-29,12,81,10,95,1411311,1085505,361
1477,2025-10-09,9,93,3,105,2614741,2138402,29
1478,2025-11-17,27,2,6,57,1223104,967046,497
1479,2025-01-09,18,85,10,28,2936165,2460082,334
1480,2025-05-12,28,81,11,142,914693,857867,112
1481,2025-06-16,9,27,10,102,702807,599208,373
1482,2025-08-11,12,19,8,24,2130211,1686590,94
1483,2025-04-01,7,73,8,47,2766081,2253996,158
1484,2025-03-25,6,105,7,68,477835,374149,218
1485,2025-05-06,15,117,11,104,470411,431174,70
1486,2025-01-07,20,13,7,99,136888,106130,6
1487,2025-11-26,2,17,4,22,1172632,917943,321
1488,2025-11-04,1,102,1,28,2324865,2137272,173
1489,2025-12-29,3,26,3,123,2410769,2302886,417
1490,2025-03-25,10,43,8,56,1501651,1145536,354
1491,2025-05-17,21,70,2,6,236754,183164,151
1492,2025-02-22,17,114,7,37,55076,52861,12
1493,2025-04-27,14,50,3,91,2798798,2283748,471
1494,2025-12-17,13,88,12,29,2112845,1667031,56
1495,2025-04-25,4,37,6,20,2632419,2176370,184
1496,2025-02-13,2,78,3,46,1847797,1611298,307
1497,2025-04-03,22,55,3,78,2670426,2504964,178
1498,2025-02-23,9,118,8,95,1163172,1089270,364
1499,2025-02-09,26,1,3,38,1393251,1092294,228
1500,2025-09-02,27,9,2,148,1842868,1788880,142
1501,2025-03-16,3,42,3,65,2330832,1937154,253
1502,2025-08-06,16,89,7,86,629742,588489,334
1503,2025-05-06,13,54,9,128,2309669,2015803,272
1504,2025-10-02,27,30,7,22,2486739,2273953,269
1505,2025-10-23,25,89,12,57,2998987,2309422,185
1506,2025-01-02,7,109,1,93,2391992,2054728,68
1507,2025-02-26,2,117,6,93,634473,518859,73
1508,2025-10-10,14,32,4,58,284317,262085,60
1509,2025-12-23,23,19,7,7,2969749,2886388,190
1510,2025-01-28,23,14,11,149,359415,308978,304
1511,2025-03-22,1,19,6,51,533849,430474,6
1512,2025-10-19,27,105,7,39,815143,699430,71
1513,2025-09-28,23,39,8,106,1464893,1248255,330
