transaction_id,date,month,quarter,is_ramadan_period,product_name,category,sub_category,brand,outlet_name,outlet_type,region,city,distributor_name,qty_sold,sell_in_value,sell_out_value,stock_available
268,2025-04-30,April,2,False,Segar Alam Pembersih Lantai,Household,Pembersih Lantai,Segar Alam,Swalayan Jakarta Pusat 118,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi JawaTimur 12,148,1387579,1224981,395
269,2025-12-11,December,4,False,Segar Alam Pembersih Lantai,Household,Pembersih Lantai,Segar Alam,Toko Makassar 42,Modern Trade,Sulawesi,Makassar,PT Distribusi SumateraUtara 4,78,650877,635718,266
270,2025-04-24,April,2,False,Segar Alam Susu Bubuk,Food & Beverage,Susu Bubuk,Segar Alam,Minimarket Bandung 39,Modern Trade,Jawa Barat,Bandung,PT Distribusi Kalimantan 5,16,2385045,2309104,450
271,2025-03-31,March,1,False,Harmoni Deterjen,Household,Deterjen,Harmoni,Warung Bogor 87,General Trade,Jawa Barat,Bogor,PT Distribusi JawaBarat 7,143,2128784,1619543,176
272,2025-11-26,November,4,False,Segar Alam Deterjen,Household,Deterjen,Segar Alam,Toko Palembang 49,General Trade,Sumatera Selatan,Palembang,PT Distribusi Jakarta 9,82,2970529,2512338,76
273,2025-06-03,June,2,False,Harmoni Susu Bubuk,Food & Beverage,Susu Bubuk,Harmoni,Minimarket Surabaya 24,Modern Trade,Jawa Timur,Surabaya,PT Distribusi Jakarta 9,122,1060693,1002724,153
274,2025-12-29,December,4,False,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Warung Manado 104,Modern Trade,Sulawesi,Manado,PT Distribusi Sulawesi 8,15,2408817,2035247,213
275,2025-10-13,October,4,False,Ceria Mi Instan,Food & Beverage,Mi Instan,Ceria,Warung Palembang 18,General Trade,Sumatera Selatan,Palembang,PT Distribusi JawaBarat 7,63,1119529,892004,331
276,2025-02-10,February,1,False,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Minimarket Magelang 109,Modern Trade,Jawa Tengah,Magelang,PT Distribusi SumateraUtara 6,24,2296618,2105205,97
277,2025-01-27,January,1,False,Ceria Lotion,Personal Care,Lotion,Ceria,Toko Palembang 49,General Trade,Sumatera Selatan,Palembang,PT Distribusi SumateraSelatan 11,11,355279,281834,389
278,2025-10-28,October,4,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Warung Balikpapan 86,General Trade,Kalimantan,Balikpapan,PT Distribusi Jakarta 9,56,2060725,1644550,464
279,2025-06-20,June,2,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Toko Makassar 117,General Trade,Sulawesi,Makassar,PT Distribusi SumateraSelatan 1,55,847017,822688,60
280,2025-09-03,September,3,False,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Warung Magelang 90,General Trade,Jawa Tengah,Magelang,PT Distribusi Jakarta 10,53,1713595,1645872,282
281,2025-06-14,June,2,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Swalayan Banjarmasin 37,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi JawaBarat 7,120,2288290,2057643,157
282,2025-05-14,May,2,False,Rumahku Kecap,Food & Beverage,Kecap,Rumahku,Warung Jakarta Pusat 66,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi Sulawesi 8,120,463592,433295,369
283,2025-08-29,August,3,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Minimarket Semarang 108,General Trade,Jawa Tengah,Semarang,PT Distribusi SumateraUtara 6,53,1604849,1319141,23
284,2025-10-16,October,4,False,Ceria Pembersih Lantai,Household,Pembersih Lantai,Ceria,Minimarket Makassar 29,Modern Trade,Sulawesi,Makassar,PT Distribusi JawaTimur 12,38,118031,95602,478
285,2025-10-27,October,4,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Swalayan Makassar 93,Modern Trade,Sulawesi,Makassar,PT Distribusi JawaBarat 7,76,689259,548046,117
286,2025-07-14,July,3,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Warung Binjai 107,Modern Trade,Sumatera Utara,Binjai,PT Distribusi SumateraUtara 4,128,2359562,2124926,350
287,2025-06-22,June,2,False,Ceria Lotion,Personal Care,Lotion,Ceria,Swalayan Balikpapan 98,General Trade,Kalimantan,Balikpapan,PT Distribusi Sulawesi 8,126,1982856,1563866,407
288,2025-06-30,June,2,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Warung Palembang 18,General Trade,Sumatera Selatan,Palembang,PT Distribusi JawaTimur 12,140,2098147,1662426,455
289,2025-10-05,October,4,False,Harmoni Deterjen,Household,Deterjen,Harmoni,Warung Surabaya 8,General Trade,Jawa Timur,Surabaya,PT Distribusi Jakarta 9,9,361764,349968,342
290,2025-01-25,January,1,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Minimarket Jakarta Timur 1,General Trade,Jakarta,Jakarta Timur,PT Distribusi JawaBarat 7,36,2695354,2164988,362
291,2025-03-19,March,1,True,Nuansa Sabun Mandi,Personal Care,Sabun Mandi,Nuansa,Warung Binjai 28,General Trade,Sumatera Utara,Binjai,PT Distribusi Jakarta 9,163,2261443,1727524,326
292,2025-12-08,December,4,False,Nuansa Minyak Goreng,Food & Beverage,Minyak Goreng,Nuansa,Toko Makassar 117,General Trade,Sulawesi,Makassar,PT Distribusi Sulawesi 8,125,115983,87163,282
293,2025-07-30,July,3,False,Nuansa Sabun Mandi,Personal Care,Sabun Mandi,Nuansa,Warung Binjai 3,Modern Trade,Sumatera Utara,Binjai,PT Distribusi Jakarta 9,71,2297048,2239208,8
294,2025-09-15,September,3,False,Segar Alam Pembersih Lantai,Household,Pembersih Lantai,Segar Alam,Warung Magelang 90,General Trade,Jawa Tengah,Magelang,PT Distribusi SumateraSelatan 11,111,801899,621162,49
295,2025-09-26,September,3,False,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Toko Surabaya 31,Modern Trade,Jawa Timur,Surabaya,PT Distribusi SumateraUtara 4,135,1108718,1039422,136
296,2025-07-23,July,3,False,Ceria Sampo,Personal Care,Sampo,Ceria,Toko Medan 48,Modern Trade,Sumatera Utara,Medan,PT Distribusi JawaBarat 7,118,2419790,1950200,356
297,2025-04-26,April,2,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Swalayan Banjarmasin 88,General Trade,Kalimantan,Banjarmasin,PT Distribusi SumateraSelatan 2,9,442169,372843,193
298,2025-10-10,October,4,False,Segar Alam Teh Celup,Food & Beverage,Teh Celup,Segar Alam,Warung Surabaya 8,General Trade,Jawa Timur,Surabaya,PT Distribusi SumateraSelatan 11,3,2997946,2366633,255
299,2025-08-11,August,3,False,Harmoni Deterjen,Household,Deterjen,Harmoni,Minimarket Makassar 101,Modern Trade,Sulawesi,Makassar,PT Distribusi SumateraUtara 6,145,449976,430087,470
300,2025-01-22,January,1,False,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Warung Binjai 28,General Trade,Sumatera Utara,Binjai,PT Distribusi JawaTimur 12,146,2044392,1660765,473
301,2025-02-08,February,1,False,Segar Alam Deterjen,Household,Deterjen,Segar Alam,Toko Makassar 119,General Trade,Sulawesi,Makassar,PT Distribusi Kalimantan 5,140,2413531,2175472,91
302,2025-06-11,June,2,False,Nuansa Sabun Mandi,Personal Care,Sabun Mandi,Nuansa,Minimarket Binjai 27,Modern Trade,Sumatera Utara,Binjai,PT Distribusi Jakarta 10,37,1720574,1658016,153
303,2025-03-25,March,1,True,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Toko Surabaya 31,Modern Trade,Jawa Timur,Surabaya,PT Distribusi Jakarta 10,140,4045565,3868373,169
304,2025-07-16,July,3,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Warung Kediri 95,Modern Trade,Jawa Timur,Kediri,PT Distribusi Kalimantan 3,21,2150477,1981567,177
305,2025-01-28,January,1,False,Harmoni Sampo,Personal Care,Sampo,Harmoni,Toko Manado 56,Modern Trade,Sulawesi,Manado,PT Distribusi SumateraUtara 4,20,1478549,1314709,314
306,2025-11-01,November,4,False,Harmoni Susu Bubuk,Food & Beverage,Susu Bubuk,Harmoni,Minimarket Bekasi 100,Modern Trade,Jawa Barat,Bekasi,PT Distribusi SumateraUtara 6,8,2709704,2202624,230
307,2025-09-09,September,3,False,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Swalayan Banjarmasin 46,General Trade,Kalimantan,Banjarmasin,PT Distribusi Jakarta 9,97,1861301,1475489,299
308,2025-12-05,December,4,False,Harmoni Susu Bubuk,Food & Beverage,Susu Bubuk,Harmoni,Warung Makassar 11,Modern Trade,Sulawesi,Makassar,PT Distribusi Jakarta 10,76,1083685,990504,42
309,2025-05-18,May,2,False,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Toko Palembang 49,General Trade,Sumatera Selatan,Palembang,PT Distribusi JawaTimur 12,40,1684193,1385814,54
310,2025-02-16,February,1,False,Nuansa Sabun Mandi,Personal Care,Sabun Mandi,Nuansa,Swalayan Makassar 40,Modern Trade,Sulawesi,Makassar,PT Distribusi Sulawesi 8,93,1181482,913891,44
311,2025-04-06,April,2,False,Segar Alam Susu Bubuk,Food & Beverage,Susu Bubuk,Segar Alam,Warung Medan 58,Modern Trade,Sumatera Utara,Medan,PT Distribusi Jakarta 9,143,2199332,1855906,13
312,2025-02-15,February,1,False,Rumahku Kecap,Food & Beverage,Kecap,Rumahku,Minimarket Jakarta Selatan 71,Modern Trade,Jakarta,Jakarta Selatan,PT Distribusi SumateraSelatan 2,84,1665804,1254081,211
313,2025-07-18,July,3,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Warung Makassar 11,Modern Trade,Sulawesi,Makassar,PT Distribusi JawaTimur 12,144,1068135,941615,86
314,2025-12-17,December,4,False,Harmoni Susu Bubuk,Food & Beverage,Susu Bubuk,Harmoni,Warung Jakarta Timur 22,General Trade,Jakarta,Jakarta Timur,PT Distribusi Kalimantan 3,69,1313036,1065835,74
315,2025-02-02,February,1,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Toko Manado 56,Modern Trade,Sulawesi,Manado,PT Distribusi Kalimantan 5,108,1307252,1126031,39
316,2025-07-04,July,3,False,Ceria Lotion,Personal Care,Lotion,Ceria,Toko Surabaya 32,General Trade,Jawa Timur,Surabaya,PT Distribusi JawaTimur 12,127,2540604,2265796,234
317,2025-02-24,February,1,False,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Minimarket Bandung 39,Modern Trade,Jawa Barat,Bandung,PT Distribusi SumateraSelatan 1,102,1443419,1361968,194
318,2025-06-18,June,2,False,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Minimarket Bandung 43,General Trade,Jawa Barat,Bandung,PT Distribusi JawaBarat 7,35,1310116,1079211,485
319,2025-12-22,December,4,False,Nuansa Deodoran,Personal Care,Deodoran,Nuansa,Minimarket Bogor 62,General Trade,Jawa Barat,Bogor,PT Distribusi SumateraUtara 6,46,1720337,1673555,149
320,2025-12-22,December,4,False,Harmoni Deterjen,Household,Deterjen,Harmoni,Warung Medan 63,Modern Trade,Sumatera Utara,Medan,PT Distribusi Jakarta 10,63,1416865,1185197,418
321,2025-07-21,July,3,False,Rumahku Kecap,Food & Beverage,Kecap,Rumahku,Minimarket Magelang 15,General Trade,Jawa Tengah,Magelang,PT Distribusi Jakarta 10,52,2533980,2481706,92
322,2025-12-16,December,4,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Minimarket Jakarta Selatan 71,Modern Trade,Jakarta,Jakarta Selatan,PT Distribusi SumateraSelatan 1,119,929329,790714,149
323,2025-12-21,December,4,False,Ceria Sampo,Personal Care,Sampo,Ceria,Minimarket Binjai 105,General Trade,Sumatera Utara,Binjai,PT Distribusi JawaBarat 7,128,633759,567637,123
324,2025-05-10,May,2,False,Segar Alam Deterjen,Household,Deterjen,Segar Alam,Toko Magelang 20,General Trade,Jawa Tengah,Magelang,PT Distribusi JawaTimur 12,109,1631214,1251160,306
325,2025-09-03,September,3,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Minimarket Balikpapan 52,Modern Trade,Kalimantan,Balikpapan,PT Distribusi Jakarta 9,130,2951237,2497363,18
326,2025-07-04,July,3,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Swalayan Binjai 115,Modern Trade,Sumatera Utara,Binjai,PT Distribusi Jakarta 9,22,508728,471519,336
327,2025-12-07,December,4,False,Rumahku Kecap,Food & Beverage,Kecap,Rumahku,Warung Jakarta Timur 22,General Trade,Jakarta,Jakarta Timur,PT Distribusi SumateraSelatan 11,12,2412317,2354975,346
328,2025-11-28,November,4,False,Harmoni Susu Bubuk,Food & Beverage,Susu Bubuk,Harmoni,Toko Malang 97,General Trade,Jawa Timur,Malang,PT Distribusi SumateraUtara 6,111,494363,371971,132
329,2025-04-24,April,2,False,Ceria Mi Instan,Food & Beverage,Mi Instan,Ceria,Toko Surabaya 96,Modern Trade,Jawa Timur,Surabaya,PT Distribusi Jakarta 9,143,2484870,2256666,113
330,2025-08-17,August,3,False,Rumahku Kecap,Food & Beverage,Kecap,Rumahku,Toko Bogor 51,Modern Trade,Jawa Barat,Bogor,PT Distribusi Sulawesi 8,129,682270,565835,12
331,2025-09-05,September,3,False,Harmoni Sampo,Personal Care,Sampo,Harmoni,Swalayan Bandung 38,General Trade,Jawa Barat,Bandung,PT Distribusi JawaBarat 7,22,536830,505266,373
332,2025-03-14,March,1,True,Rumahku Kecap,Food & Beverage,Kecap,Rumahku,Swalayan Makassar 40,Modern Trade,Sulawesi,Makassar,PT Distribusi SumateraUtara 6,163,1284729,1117529,178
333,2025-09-01,September,3,False,Harmoni Sampo,Personal Care,Sampo,Harmoni,Toko Makassar 57,Modern Trade,Sulawesi,Makassar,PT Distribusi JawaTimur 12,116,1387603,1062140,22
334,2025-12-30,December,4,False,Harmoni Sampo,Personal Care,Sampo,Harmoni,Warung Binjai 3,Modern Trade,Sumatera Utara,Binjai,PT Distribusi SumateraUtara 6,28,2890128,2699412,476
335,2025-05-05,May,2,False,Ceria Mi Instan,Food & Beverage,Mi Instan,Ceria,Warung Jakarta Pusat 23,General Trade,Jakarta,Jakarta Pusat,PT Distribusi Jakarta 9,41,1438271,1263902,490
336,2025-08-25,August,3,False,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Swalayan Manado 103,Modern Trade,Sulawesi,Manado,PT Distribusi JawaBarat 7,48,831763,746349,221
337,2025-07-22,July,3,False,Nuansa Sabun Mandi,Personal Care,Sabun Mandi,Nuansa,Warung Kediri 95,Modern Trade,Jawa Timur,Kediri,PT Distribusi Jakarta 10,51,1935654,1715389,199
338,2025-01-03,January,1,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Warung Binjai 28,General Trade,Sumatera Utara,Binjai,PT Distribusi SumateraUtara 4,72,312411,275793,409
339,2025-10-02,October,4,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Minimarket Banjarmasin 47,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi SumateraUtara 6,51,1969105,1528438,343
340,2025-09-08,September,3,False,Ceria Mi Instan,Food & Beverage,Mi Instan,Ceria,Toko Medan 82,General Trade,Sumatera Utara,Medan,PT Distribusi SumateraUtara 6,100,2614013,2196516,58
341,2025-06-28,June,2,False,Rumahku Kecap,Food & Beverage,Kecap,Rumahku,Minimarket Magelang 109,Modern Trade,Jawa Tengah,Magelang,PT Distribusi Sulawesi 8,45,2875236,2623300,152
342,2025-11-11,November,4,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Warung Makassar 11,Modern Trade,Sulawesi,Makassar,PT Distribusi SumateraSelatan 11,35,1363596,1059661,156
343,2025-03-01,March,1,True,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Toko Medan 48,Modern Trade,Sumatera Utara,Medan,PT Distribusi JawaTimur 12,51,3069575,2576437,305
344,2025-03-12,March,1,True,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Toko Semarang 50,Modern Trade,Jawa Tengah,Semarang,PT Distribusi JawaBarat 7,67,2927738,2623737,355
345,2025-11-27,November,4,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Swalayan Bekasi 72,Modern Trade,Jawa Barat,Bekasi,PT Distribusi Kalimantan 3,126,1261460,986800,161
346,2025-08-19,August,3,False,Nuansa Minyak Goreng,Food & Beverage,Minyak Goreng,Nuansa,Warung Kediri 7,Modern Trade,Jawa Timur,Kediri,PT Distribusi SumateraUtara 6,3,2082597,1627347,417
347,2025-07-16,July,3,False,Segar Alam Mi Instan,Food & Beverage,Mi Instan,Segar Alam,Swalayan Bogor 65,General Trade,Jawa Barat,Bogor,PT Distribusi SumateraSelatan 11,127,1766033,1602640,212
348,2025-12-30,December,4,False,Segar Alam Pembersih Lantai,Household,Pembersih Lantai,Segar Alam,Toko Makassar 57,Modern Trade,Sulawesi,Makassar,PT Distribusi Sulawesi 8,43,396745,349152,407
349,2025-04-23,April,2,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Minimarket Bogor 5,Modern Trade,Jawa Barat,Bogor,PT Distribusi Kalimantan 5,58,2304893,1881701,399
350,2025-08-23,August,3,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Toko Surabaya 96,Modern Trade,Jawa Timur,Surabaya,PT Distribusi Sulawesi 8,141,2192475,1701445,58
351,2025-05-18,May,2,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Warung Semarang 70,General Trade,Jawa Tengah,Semarang,PT Distribusi SumateraUtara 6,139,224527,207642,225
352,2025-10-07,October,4,False,Nuansa Deodoran,Personal Care,Deodoran,Nuansa,Minimarket Binjai 55,General Trade,Sumatera Utara,Binjai,PT Distribusi SumateraSelatan 2,64,1298681,1235313,16
353,2025-08-19,August,3,False,Ceria Lotion,Personal Care,Lotion,Ceria,Swalayan Jakarta Pusat 45,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi SumateraSelatan 2,113,542352,503517,121
354,2025-04-18,April,2,False,Segar Alam Sabun Cuci Piring,Household,Sabun Cuci Piring,Segar Alam,Warung Kediri 95,Modern Trade,Jawa Timur,Kediri,PT Distribusi Jakarta 10,90,2609623,2337014,84
355,2025-11-12,November,4,False,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Minimarket Makassar 101,Modern Trade,Sulawesi,Makassar,PT Distribusi SumateraUtara 4,53,298964,263422,272
356,2025-05-24,May,2,False,Nuansa Minyak Goreng,Food & Beverage,Minyak Goreng,Nuansa,Minimarket Jakarta Selatan 69,General Trade,Jakarta,Jakarta Selatan,PT Distribusi Kalimantan 3,83,1277398,1043055,136
357,2025-09-21,September,3,False,Segar Alam Deterjen,Household,Deterjen,Segar Alam,Minimarket Binjai 105,General Trade,Sumatera Utara,Binjai,PT Distribusi SumateraSelatan 2,35,1776359,1707643,141
358,2025-12-02,December,4,False,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Warung Magelang 90,General Trade,Jawa Tengah,Magelang,PT Distribusi Kalimantan 3,64,663389,606085,424
359,2025-05-07,May,2,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Minimarket Semarang 108,General Trade,Jawa Tengah,Semarang,PT Distribusi SumateraSelatan 11,101,2102938,1645968,323
360,2025-05-18,May,2,False,Harmoni Deterjen,Household,Deterjen,Harmoni,Warung Kediri 54,Modern Trade,Jawa Timur,Kediri,PT Distribusi JawaBarat 7,116,366738,328499,450
361,2025-02-17,February,1,False,Harmoni Susu Bubuk,Food & Beverage,Susu Bubuk,Harmoni,Warung Jakarta Pusat 66,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi JawaTimur 12,72,2963798,2861124,188
362,2025-08-21,August,3,False,Segar Alam Teh Celup,Food & Beverage,Teh Celup,Segar Alam,Toko Makassar 42,Modern Trade,Sulawesi,Makassar,PT Distribusi Jakarta 10,1,440664,404579,234
363,2025-11-22,November,4,False,Segar Alam Deterjen,Household,Deterjen,Segar Alam,Warung Magelang 90,General Trade,Jawa Tengah,Magelang,PT Distribusi SumateraUtara 6,17,2291538,1928271,495
364,2025-08-08,August,3,False,Segar Alam Pembersih Lantai,Household,Pembersih Lantai,Segar Alam,Warung Binjai 28,General Trade,Sumatera Utara,Binjai,PT Distribusi Sulawesi 8,69,1404194,1320671,172
365,2025-10-08,October,4,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Toko Medan 17,General Trade,Sumatera Utara,Medan,PT Distribusi Jakarta 10,125,1491748,1425597,390
366,2025-01-25,January,1,False,Harmoni Sabun Mandi,Personal Care,Sabun Mandi,Harmoni,Minimarket Banjarmasin 13,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi SumateraSelatan 11,118,118288,92096,439
367,2025-03-22,March,1,True,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Warung Malang 59,Modern Trade,Jawa Timur,Malang,PT Distribusi SumateraSelatan 1,154,1258017,1231610,465
368,2025-03-09,March,1,True,Harmoni Deterjen,Household,Deterjen,Harmoni,Minimarket Bandung 39,Modern Trade,Jawa Barat,Bandung,PT Distribusi Kalimantan 3,99,618094,556627,128
369,2025-02-12,February,1,False,Rumahku Kecap,Food & Beverage,Kecap,Rumahku,Warung Balikpapan 86,General Trade,Kalimantan,Balikpapan,PT Distribusi SumateraSelatan 11,43,267211,224766,156
370,2025-12-25,December,4,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Toko Bekasi 30,Modern Trade,Jawa Barat,Bekasi,PT Distribusi JawaBarat 7,24,449229,337033,244
371,2025-02-09,February,1,False,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Swalayan Balikpapan 76,Modern Trade,Kalimantan,Balikpapan,PT Distribusi SumateraUtara 4,133,2902054,2473610,4
372,2025-12-23,December,4,False,Harmoni Kecap,Food & Beverage,Kecap,Harmoni,Minimarket Binjai 105,General Trade,Sumatera Utara,Binjai,PT Distribusi SumateraSelatan 2,109,2960977,2310747,36
373,2025-04-28,April,2,False,Harmoni Susu Bubuk,Food & Beverage,Susu Bubuk,Harmoni,Warung Kediri 12,General Trade,Jawa Timur,Kediri,PT Distribusi JawaTimur 12,27,482858,396943,451
374,2025-06-03,June,2,False,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Toko Palembang 49,General Trade,Sumatera Selatan,Palembang,PT Distribusi Kalimantan 3,37,336939,293816,4
375,2025-11-09,November,4,False,Harmoni Deterjen,Household,Deterjen,Harmoni,Warung Jakarta Timur 22,General Trade,Jakarta,Jakarta Timur,PT Distribusi Sulawesi 8,90,943619,844027,77
376,2025-07-30,July,3,False,Nuansa Minyak Goreng,Food & Beverage,Minyak Goreng,Nuansa,Swalayan Banjarmasin 88,General Trade,Kalimantan,Banjarmasin,PT Distribusi Sulawesi 8,56,413595,395486,71
377,2025-03-05,March,1,True,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Warung Bekasi 94,Modern Trade,Jawa Barat,Bekasi,PT Distribusi JawaBarat 7,125,2591380,2130984,71
378,2025-05-07,May,2,False,Ceria Lotion,Personal Care,Lotion,Ceria,Swalayan Lubuklinggau 83,Modern Trade,Sumatera Selatan,Lubuklinggau,PT Distribusi SumateraSelatan 2,64,2371113,2106093,369
379,2025-11-08,November,4,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Minimarket Bekasi 100,Modern Trade,Jawa Barat,Bekasi,PT Distribusi JawaTimur 12,7,2811552,2675023,105
380,2025-09-23,September,3,False,Nuansa Minyak Goreng,Food & Beverage,Minyak Goreng,Nuansa,Warung Jakarta Pusat 66,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi SumateraUtara 4,101,1289593,1158852,401
381,2025-05-03,May,2,False,Segar Alam Teh Celup,Food & Beverage,Teh Celup,Segar Alam,Toko Semarang 50,Modern Trade,Jawa Tengah,Semarang,PT Distribusi SumateraSelatan 2,62,2145401,1923907,36
382,2025-09-28,September,3,False,Nuansa Sabun Mandi,Personal Care,Sabun Mandi,Nuansa,Minimarket Banjarmasin 47,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi SumateraUtara 6,34,1672517,1585524,291
383,2025-08-04,August,3,False,Rumahku Kecap,Food & Beverage,Kecap,Rumahku,Warung Semarang 70,General Trade,Jawa Tengah,Semarang,PT Distribusi SumateraSelatan 11,45,2025578,1963846,394
384,2025-02-07,February,1,False,Nuansa Sabun Mandi,Personal Care,Sabun Mandi,Nuansa,Swalayan Balikpapan 76,Modern Trade,Kalimantan,Balikpapan,PT Distribusi SumateraSelatan 2,4,1149684,919311,472
385,2025-01-31,January,1,False,Segar Alam Sabun Cuci Piring,Household,Sabun Cuci Piring,Segar Alam,Toko Bogor 51,Modern Trade,Jawa Barat,Bogor,PT Distribusi Jakarta 9,74,2686416,2455128,392
386,2025-08-01,August,3,False,Segar Alam Susu Bubuk,Food & Beverage,Susu Bubuk,Segar Alam,Warung Magelang 90,General Trade,Jawa Tengah,Magelang,PT Distribusi JawaBarat 7,22,2736608,2390180,315
387,2025-03-20,March,1,True,Ceria Lotion,Personal Care,Lotion,Ceria,Warung Makassar 11,Modern Trade,Sulawesi,Makassar,PT Distribusi Kalimantan 5,29,3072393,2955066,498
388,2025-03-21,March,1,True,Segar Alam Mi Instan,Food & Beverage,Mi Instan,Segar Alam,Toko Makassar 42,Modern Trade,Sulawesi,Makassar,PT Distribusi JawaBarat 7,23,1891322,1722418,373
389,2025-05-03,May,2,False,Harmoni Sabun Mandi,Personal Care,Sabun Mandi,Harmoni,Toko Surabaya 32,General Trade,Jawa Timur,Surabaya,PT Distribusi SumateraSelatan 2,112,536482,458303,311
390,2025-01-29,January,1,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Warung Balikpapan 86,General Trade,Kalimantan,Balikpapan,PT Distribusi JawaTimur 12,45,550980,414839,70
391,2025-12-26,December,4,False,Nuansa Sabun Mandi,Personal Care,Sabun Mandi,Nuansa,Warung Surabaya 21,Modern Trade,Jawa Timur,Surabaya,PT Distribusi Sulawesi 8,89,2243643,1949638,421
392,2025-05-13,May,2,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Toko Medan 48,Modern Trade,Sumatera Utara,Medan,PT Distribusi Kalimantan 3,69,545165,505601,15
393,2025-06-21,June,2,False,Segar Alam Sabun Cuci Piring,Household,Sabun Cuci Piring,Segar Alam,Minimarket Binjai 55,General Trade,Sumatera Utara,Binjai,PT Distribusi Kalimantan 5,135,317898,257649,499
394,2025-10-23,October,4,False,Harmoni Deterjen,Household,Deterjen,Harmoni,Swalayan Kediri 10,General Trade,Jawa Timur,Kediri,PT Distribusi Sulawesi 8,117,2192374,1825871,255
395,2025-10-18,October,4,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Toko Medan 48,Modern Trade,Sumatera Utara,Medan,PT Distribusi Kalimantan 3,66,481614,460269,345
396,2025-03-01,March,1,True,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Warung Kediri 95,Modern Trade,Jawa Timur,Kediri,PT Distribusi Jakarta 9,1,328591,311339,6
397,2025-05-06,May,2,False,Harmoni Sabun Mandi,Personal Care,Sabun Mandi,Harmoni,Warung Bandung 61,Modern Trade,Jawa Barat,Bandung,PT Distribusi SumateraUtara 6,99,679500,537593,491
